"Computer date","Tree ID","Date","Maple Species","Latitude","Longitude","Concrete","Habitat","Shade","Tree Circumference_in","Damage","Other Comments","Leaf Color","Leaves Dropping","Fruit","C16-D"
"09/30/2016 - 2:23pm",40,"9/30/2016","Sugar Maple",44.610247,-75.169787,"Yes","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",34,"Moss at bottom of trunk Fungi tree leaning on ours White spots on trunk of tre","","Late:  Most or all leaves have turned color (more than 90%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023432:00:00"
"09/30/2016 - 2:19pm",44,"9/30/2016","Sugar Maple",44.611459,-75.16959,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",48,"none","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023432:00:00"
"09/30/2016 - 2:19pm",46,"9/30/2016","Sugar Maple",44.605492,-75.167624,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",47,"none","surrounded by dead trees","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023432:00:00"
"09/30/2016 - 2:22pm",47,"9/30/2016","Sugar Maple",44.606298,-75.167596,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",35,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023432:00:00"
"09/30/2016 - 1:59pm",70,"9/30/2016","Red Maple",44.56,-74.95,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",21,"Yes, holes, missing branches ","","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023432:00:00"
"09/30/2016 - 2:21pm",45,"9/30/2016","Sugar Maple",44.605323,-75.167859,"No","School paved area","Partially Shaded (2-5hr per day of direct sun)",37,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023432:00:00"
"09/30/2016 - 10:56am",24,"9/30/2016","Sugar Maple",44.611412,-75.169456,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Shaded (less than 2hr per day of direct sun)",14,"Some lost bark.(At the bottom of the trunk).","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023432:00:00"
"09/30/2016 - 2:24pm",48,"9/30/2016","Sugar Maple",44.605362,-75.167645,"Yes","School lawn","Shaded (less than 2hr per day of direct sun)",35,"","Name: Little Jimmy","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023432:00:00"
"09/23/2016 - 12:56pm",210,"10/3/2016","Sugar Maple",,,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",33,"NO","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023504:00:00"
"10/11/2016 - 8:50am",78,"10/4/2016","Sugar Maple",44.7,-74.5,"Yes","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Open (more than 5hr per day of direct sun)",54,"Maple moth cutter put holes in the leaves","the trees name is charles","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023528:00:00"
"10/11/2016 - 8:49am",76,"10/4/2016","Sugar Maple",44.679477,-74.545545,"Yes","School lawn","Open (more than 5hr per day of direct sun)",22,"maple leaf cutter moth","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023528:00:00"
"11/22/2016 - 1:51pm",268,"10/4/2016","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",15,"","Taller then the other trees few dead branches ","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023528:00:00"
"11/22/2016 - 9:08am",270,"10/4/2016","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",26,"","his name is Jimmy","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023528:00:00"
"10/04/2016 - 8:48am",212,"10/4/2016","Sugar Maple",44.824403,-74.51345,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",20,"missing limb hole in tree trunk","Bobby joe is our is our tree name ","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023528:00:00"
"10/04/2016 - 1:09pm",218,"10/4/2016","Sugar Maple",44.824403,-74.51345,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",22,"","none","Early:  Only a few leaves have turned color (less than 10%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023528:00:00"
"10/04/2016 - 1:12pm",219,"10/4/2016","Sugar Maple",44.824403,-70.51345,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",28,"LEAVES ARE FALLING","Its name is Maple","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023528:00:00"
"10/04/2016 - 1:10pm",221,"10/4/2016","Red Maple",44.824403,-74.51345,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",27,"broken branch","No","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023528:00:00"
"10/04/2016 - 1:09pm",222,"10/4/2016","Sugar Maple",44.824403,-74.51345,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",32,"no","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023528:00:00"
"10/04/2016 - 1:15pm",223,"10/4/2016","Sugar Maple",44.824403,-74.57345,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",45,"brken braches tap hole","name is margret","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023528:00:00"
"10/04/2016 - 1:11pm",224,"10/4/2016","Sugar Maple",44.82403,-74.51345,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",56,"not bad","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023528:00:00"
"10/04/2016 - 1:12pm",224,"10/4/2016","Sugar Maple",44.824403,-74.51345,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",2,"no","Located by a deer jaw bones.","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023528:00:00"
"10/04/2016 - 1:10pm",226,"10/4/2016","Red Maple",44.824403,-74.51345,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",56,"no","","Early:  Only a few leaves have turned color (less than 10%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023528:00:00"
"10/04/2016 - 1:10pm",220,"10/4/2016","Sugar Maple",44.824403,-74.51345,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Shaded (less than 2hr per day of direct sun)",27,"broken branch","Our trees name is willy","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023528:00:00"
"10/05/2016 - 10:37am",16,"10/5/2016","Sugar Maple",44.49265,-74.30591,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Open (more than 5hr per day of direct sun)",33,"tigw broke moss 3 tap holes slanted","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023552:00:00"
"10/05/2016 - 9:02am",211,"10/5/2016","Sugar Maple",44.824019,-73.516411,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Open (more than 5hr per day of direct sun)",82,"none","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023552:00:00"
"10/05/2016 - 8:57am",228,"10/5/2016","Sugar Maple",44.824019,-74.516411,"Yes","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Open (more than 5hr per day of direct sun)",46,"none","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023552:00:00"
"10/05/2016 - 8:59am",229,"10/5/2016","Red Maple",44.824019,-74.516411,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Open (more than 5hr per day of direct sun)",49,"none","This tree is located in the woods.","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023552:00:00"
"10/05/2016 - 10:32am",15,"10/5/2016","Sugar Maple",44.824019,-75.16411,"No","Other","Open (more than 5hr per day of direct sun)",28,"","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023552:00:00"
"10/05/2016 - 10:29am",13,"10/5/2016","Sugar Maple",44.824019,-74.516411,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",22,"missing littie branches","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023552:00:00"
"10/05/2016 - 1:00pm",20,"10/5/2016","Sugar Maple",44.824019,-74.516411,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",41,"small holes","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023552:00:00"
"10/05/2016 - 1:08pm",24,"10/5/2016","Sugar Maple",44.824019,-74.516411,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",39,"DEAD AND BROKEN BRANCH","","Early:  Only a few leaves have turned color (less than 10%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023552:00:00"
"10/05/2016 - 1:07pm",28,"10/5/2016","Sugar Maple",44.824019,-74.516411,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",23,"looks like a branch will fall","The Name is Fred","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023552:00:00"
"10/05/2016 - 1:06pm",,"10/5/2016","Sugar Maple",44.824019,-74.516411,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",2,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023552:00:00"
"10/05/2016 - 10:29am",202,"10/5/2016","Red Maple",44.824089,-74.515041,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",34,"holes and scratches","ITS A PRETTY TREE!","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","Middle:  Many fruits are ripe","1023552:00:00"
"10/05/2016 - 9:01am",230,"10/5/2016","Sugar Maple",44.824019,-74.516411,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",31,"","NO","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023552:00:00"
"10/05/2016 - 8:59am",232,"10/5/2016","Red Maple",44.824019,-74.516411,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",44,"Bark loss and 3 broken limbs up high.","","Early:  Only a few leaves have turned color (less than 10%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023552:00:00"
"10/05/2016 - 9:01am",234,"10/5/2016","Red Maple",44.824019,-74.516411,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",39,"No diseases no damage.","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023552:00:00"
"10/05/2016 - 10:28am",239,"10/5/2016","Sugar Maple",44.824019,-74.516411,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",28,"none","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023552:00:00"
"10/05/2016 - 10:32am",240,"10/5/2016","Sugar Maple",44.824019,-71.516411,"Yes","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",27,"bark scraped","its really bad","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023552:00:00"
"10/05/2016 - 9:01am",251,"10/5/2016","Sugar Maple",44.824019,-74.5641,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",35,"none none none","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023552:00:00"
"10/05/2016 - 1:03pm",,"10/5/2016","Sugar Maple",44.824019,-74.516411,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",54,"holes,bark coming off,broken branches and dead leaves","no","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023552:00:00"
"10/05/2016 - 10:30am",,"10/5/2016","Sugar Maple",44.824019,-74.516411,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",24,"","tall perefect","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023552:00:00"
"10/05/2016 - 1:04pm",25,"10/5/2016","Sugar Maple",44.824019,-74.516411,"No","School lawn","Partially Shaded (2-5hr per day of direct sun)",37,"maple leaf cuter eating leafs","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023552:00:00"
"10/05/2016 - 8:59am",233,"10/5/2016","Red Maple",44.824919,-74.516411,"No","School lawn","Partially Shaded (2-5hr per day of direct sun)",25,"none","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023552:00:00"
"10/05/2016 - 1:08pm",29,"10/5/2016","Red Maple",44.824019,-74.516411,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Shaded (less than 2hr per day of direct sun)",47,"broken branch "a big one"","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023552:00:00"
"10/05/2016 - 10:29am",233,"10/5/2016","Red Maple",44.824019,-74.516411,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Shaded (less than 2hr per day of direct sun)",35,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023552:00:00"
"11/22/2016 - 1:28pm",261,"10/6/2016","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",12,"none","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023576:00:00"
"11/22/2016 - 12:09pm",261,"10/6/2016","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",16,"no","no fruit leaves changed  color","Early:  Only a few leaves have turned color (less than 10%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023576:00:00"
"11/22/2016 - 8:24am",261,"10/6/2016","Silver Maple",44.774797,-72.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",16,"no","","Early:  Only a few leaves have turned color (less than 10%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023576:00:00"
"11/22/2016 - 12:06pm",262,"10/6/2016","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",3,"dead leaves","we named our tree gummy.","Early:  Only a few leaves have turned color (less than 10%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023576:00:00"
"11/04/2016 - 8:27am",263,"10/6/2016","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",29,"","5 TAP HOLES AND THE NAME OF OUR TREE IS KING SYRUP ","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023576:00:00"
"11/22/2016 - 1:27pm",263,"10/6/2016","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",29,"fungus and dead lims","NAME:Abraham Jamica","Late:  Most or all leaves have turned color (more than 90%)","Late:  Most or all leaves have fallen (over 90%)","None:  Tree is not fruiting this year","1023576:00:00"
"11/22/2016 - 1:27pm",263,"10/6/2016","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",29,"fungus and dead lims","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023576:00:00"
"11/22/2016 - 12:01pm",263,"10/6/2016","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",29,"lichen,guls","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023576:00:00"
"11/22/2016 - 8:20am",263,"10/6/2016","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",29,"","we named it Levi Rellows","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023576:00:00"
"11/22/2016 - 1:29pm",264,"10/6/2016","Norway Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",54,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023576:00:00"
"11/22/2016 - 8:21am",265,"10/6/2016","Silver Maple",44.774797,-75.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",29,"","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023576:00:00"
"11/22/2016 - 9:09am",266,"10/6/2016","Norway Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",31,"moss","It has a nice big crown.It has moss and liken. Name:Bold Ruler","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023576:00:00"
"11/22/2016 - 12:02pm",266,"10/6/2016","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",31,"Green fungus and Some Leaves Have Holes","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023576:00:00"
"11/22/2016 - 8:22am",266,"10/6/2016","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",32,"","HE IS PINK ","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023576:00:00"
"11/22/2016 - 12:01pm",267,"10/6/2016","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",28,"bark missing","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023576:00:00"
"11/22/2016 - 8:21am",,"10/6/2016","Norway Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",8,"","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023576:00:00"
"11/22/2016 - 8:25am",262,"10/6/2016","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",22,"","","Early:  Only a few leaves have turned color (less than 10%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023576:00:00"
"11/22/2016 - 9:07am",261,"10/10/2016","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",41,"","Bobby Joe is our tree name","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023672:00:00"
"10/11/2016 - 8:34am",2,"10/11/2016","Sugar Maple",44.61138,-75.169582,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Open (more than 5hr per day of direct sun)",28,"none","none","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023696:00:00"
"10/11/2016 - 11:35am",36,"10/11/2016","Sugar Maple",44.611451,-75.169559,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Open (more than 5hr per day of direct sun)",53,"none","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023696:00:00"
"10/11/2016 - 11:36am",37,"10/11/2016","Sugar Maple",44.611433,-75.169584,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Open (more than 5hr per day of direct sun)",47,"dead branches","taller than utter trees","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023696:00:00"
"10/11/2016 - 2:21pm",42,"10/11/2016","Sugar Maple",44.611236,-75.169032,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Open (more than 5hr per day of direct sun)",44,"None","Maple is my trees name ","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023696:00:00"
"10/11/2016 - 8:55am",78,"10/11/2016","Sugar Maple",44.7,-74.5,"Yes","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Open (more than 5hr per day of direct sun)",54,"Maple moth cutter put holes in the leaves","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023696:00:00"
"10/11/2016 - 8:53am",76,"10/11/2016","Sugar Maple",44.679477,-74.545545,"Yes","School lawn","Open (more than 5hr per day of direct sun)",22,"maple leaf cutter moth","name is margret","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023696:00:00"
"11/01/2016 - 9:19am",77,"10/11/2016","Sugar Maple",44.67984,-74.545544,"No","School lawn","Open (more than 5hr per day of direct sun)",13,"Two frost cracks/ Holes in the leaves","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023696:00:00"
"09/30/2016 - 2:29pm",6,"10/11/2016","Sugar Maple",44.608917,-75.171201,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",31,"","","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023696:00:00"
"10/11/2016 - 8:35am",9,"10/11/2016","Sugar Maple",44.611449,-75.169515,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",35,"","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023696:00:00"
"10/11/2016 - 2:24pm",10,"10/11/2016","Sugar Maple",44.606267,-75.167331,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",37,"There are holes in this trees leaves.","","Early:  Only a few leaves have turned color (less than 10%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023696:00:00"
"10/11/2016 - 9:23am",12,"10/11/2016","Sugar Maple",44.611477,-75.169512,"Yes","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",24,"","","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)","1023696:00:00"
"10/11/2016 - 9:23am",16,"10/11/2016","Sugar Maple",44.611452,-75.169535,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",23,"","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","Early:  Only a few ripe fruits are visible (less than 10%)","1023696:00:00"
"10/11/2016 - 9:23am",17,"10/11/2016","Sugar Maple",44.611465,-75.169554,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",23,"no","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023696:00:00"
"10/11/2016 - 10:52am",21,"10/11/2016","Sugar Maple",44.610277,-75.169802,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",25,"Dead branches.","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023696:00:00"
"10/11/2016 - 10:54am",22,"10/11/2016","Sugar Maple",44.611465,-75.169554,"Yes","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",32,"none","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023696:00:00"
"10/11/2016 - 10:50am",24,"10/11/2016","Sugar Maple",44.611412,-75.169456,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",14,"None","","Early:  Only a few leaves have turned color (less than 10%)","Late:  Most or all leaves have fallen (over 90%)","None:  Tree is not fruiting this year","1023696:00:00"
"10/11/2016 - 10:54am",25,"10/11/2016","Sugar Maple",44.611455,-75.169544,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",40,"nune","","Late:  Most or all leaves have turned color (more than 90%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023696:00:00"
"10/11/2016 - 9:25am",28,"10/11/2016","Sugar Maple",44.611443,-75.16954,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",17,"There isn't any damage on the tree.","Our trees name is Big Willy","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023696:00:00"
"10/11/2016 - 10:53am",29,"10/11/2016","Sugar Maple",44.611203,-75.169027,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",12,"none","His name is Rock","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023696:00:00"
"10/11/2016 - 11:34am",29,"10/11/2016","Sugar Maple",44.61078,-75.116951,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",31,"none","This tree is not producing fruit this year.","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023696:00:00"
